原始文本	情绪化推理	以偏概全	乱贴标签	读心术	先知错误	非此即彼	应该句式	放大	罪责归己	心理过滤
First, I’ve always had a ton of stress, depression, and anxiety from being raised by dysfunctional parents (which persists), along with other things.	0	0	1	0	0	0	0	0	0	0
I have been divorced for 11 years and I really don’t know who I am since I no longer am a hands on mother.I am lonely, confused and miserable. I am desparately trying to hang on.	0	0	1	0	0	1	0	0	0	0
I feel numb or sad, and I also feel really worried that my boyfriend doesn’t like me anymore or is cheating (though he has given no reason for me to feel this way).	0	0	0	1	0	0	0	0	0	0
i used to go out with my friends a lot, but i now spend a lot of time in my room on my laptop, but even when i do go out, i find it very very hard to keep a conversation going, and if i either drink or smoke weed, i just go into a completely depressed state and will not talke at all.	0	0	0	0	0	0	0	0	0	1
She is now in her late thirties and abuses herself, she has always had problems with personal relationships and lashes out at her family.	0	1	0	0	0	0	0	0	0	0
Recently, I have been worried about one day going insane and not being able to control it.	0	0	0	0	1	0	0	0	0	0
I have also became extremely introverted and since my exams finished, more than a month ago, have only really talked to one of my friends and seem to have dug a hole I cant get out of.	0	0	0	0	1	0	0	1	0	0
I feel incredibly sorry about everything I have done to push him away in the relationship.	0	0	0	0	0	0	0	0	1	0
Now I’m fat I do everything but I can lose some weight everyday my weight is changing. I can’t focus on my study also I don’t have a desire to know new people. please help me because now I can’t even going to cinema I scared to know anyone because I can’t speak.	0	0	0	0	0	1	0	0	0	1
It seems from day one my husband has put his mother’s feelings ahead of mine.  I can’t forget it and it keeps coming up all the time.	0	1	0	0	0	0	0	1	0	0
I don’t know if I’m delusional or a genius.	0	0	0	0	0	1	0	0	0	0
I am concerned that if I can’t control my impulses to something as innocent as a kitten, what can happen in the future towards my daughter?	0	0	0	0	1	0	0	0	0	0
In fact, I believe that my father planned everything before escaping back to his home country instead of “searching for work” there.	1	0	0	0	0	0	0	0	0	0
However, we never met except for twice, though she hangs out almost freely with friends, but she never hangs out with me or even talk to me on the phone because she says that I rise her level of anxiety, she seems to be uncaring and selfish, I can never let out any negative feelings of mine with her because it rises her anxiety and she acts uncaring and selfish, and she turns the table around to make her the center of the situation, I had a surgery last week and guess what, she went to the movies the same day.   I don’t know if she’s toxic or not, but I can’t leave the relationship because i’m afraid she would suicide or harm herself in anyway. 	0	0	1	0	1	0	0	0	0	0
Also, he gets very angry for no reason at me or my husband or people that have not directly done anything to harm him. He can get angry from the slightest thing. He seems to have trouble sleeping, and he says it is from thinking of something really said or worrying, and he cannot stop thinking about it. Girls do not hang out with him, but with many of the richer more popular boys, they like. 	0	0	1	0	0	0	0	0	0	1
I believe I have less severe form of social anxiety as I find it really hard to start conversations and I don’t express myself because I think I’m weird and different and people will judge.	0	0	1	1	0	0	0	0	0	0
Sometimes I have my mother sleep with me just in case I die in my sleep (I don’t want to die alone) I cannot even describe how I feel.	0	0	0	0	1	0	0	0	0	0
I get upset and/or hurt way too easily by other people, and often over trivial things.	0	0	0	0	0	0	1	0	0	0
changed his Facebook status to single after we had been intimate & denied it even tho he knew I looked at his page, did it to anger me,	0	0	0	1	0	0	0	0	0	0
I refused to go because I didn’t know if it was going to go on my record which could possibly affect my dreams of becoming a psychiatrist.I have a major fear of choking and drowningIt seems like everytime I get so close of beating in, I get nocked right back down to the bottom.	1	0	0	0	1	0	0	0	0	0
 One of my therapist I literally feel he kidnapped me from my body with my mother and created an induced schizophrenia and rape us.	1	0	0	0	0	0	0	0	0	0
and there have been times where i figured why should i even live that nothing i ever do is good enough. i mostly feel like a failure sometimes.	0	0	1	0	0	1	0	0	0	0
And ive been obssesing her for already three months now and it really cause me an enormous distress and distractions.	0	0	0	0	0	0	0	1	0	0
I’m not sure what I can do, to help him and us. I feel like I’m going to literally lose my mind on a daily basis. I end up snapping at everyone or not dealing with normal issues, because I feel so overwhelmed.	1	0	0	0	0	0	0	1	0	0
I’m really scared to what I might do if my family keeps this non-supportive attitude…	0	0	0	0	1	0	0	0	0	0
I think he suffers from depression. He does his works very slowly. He has so few friends and has not any special fun except listening to classic music and watching movie. He says that he wakes up easily by a weak sound at night.	0	0	0	0	0	0	0	1	0	0
I’m too young to be worrying about my life the way I do.  But i also am angry all the time towards my mother. she grosses me out but i cant control it.	0	0	0	0	0	0	1	0	1	0
my family always tries to tell me WHY i shouldnt feel a certain way and it makes it worse.	0	0	0	0	0	0	0	1	0	0
They laugh that I spend my time searching up universities in other countries because I want to get far, far away from here. Even the school counselor laughs at me, and I feel like I’m not worth saying that I have problems.	0	0	0	1	0	0	0	0	0	0
My second husband does not seem to like my son.He doesn’t say much to my son. He does not say many negative things to him, but he constantly complains to me. He complains over simple issues like he drank all the soda.	0	0	0	1	0	0	0	0	0	0
During this time I was recruited to many great jobs but was scared to take them and instead started my own dot-com business.	0	0	0	0	1	0	0	0	0	0
I hate being touched, Don’t care about others feelings or what they are doing, Will always assume I am being lied to.	0	0	0	1	0	0	0	0	0	0
I am struggling enough to cope with me and my own feelings but I’m afraid he is the quiet horse that will not be able to pull himself out.	0	0	0	1	0	0	0	0	0	0
they don’t exist to her but the moment she can talk about me she will bring up how she doesn’t see them etc	0	0	0	0	0	0	0	1	0	0
I rarely ever go out and I’ve never had any friends in school.	0	1	0	0	0	0	0	0	0	0
For as long as I can remember I’ve always been depressed. 	0	0	0	0	0	0	0	0	0	1
People are trying to read my mind and steal my thoughts, and I hear voices of people telling me to do terrible things.	0	0	0	1	0	0	0	0	0	0
I have obsessive thoughts every single day, about my job, about my weight, my friends, my studies in university.	0	0	0	0	0	0	0	0	0	1
I highly doubt a week-long break will cure this; I don’t want to insult him, but I’m not sure how to say that I think this is something he probably needs to speak to a professional about, and not deal with on his own.	0	0	0	0	1	0	0	0	0	0
This made me jealous of that person because I thought I was going to lose my fiancé.	0	0	0	0	1	0	0	0	0	0
And I’m starting to feel like I should just quit trying.	0	0	0	0	0	0	1	0	0	0
All my life, I have felt mostly ignored & criticized by my mother.They also seemed to have learned much, but I always felt a little deprived for some reason.	1	0	0	0	0	0	0	0	0	0
Now I’m stuck, I feel like a part of me is gone and I don’t belong anywhere,I feel like I want to go somewhere but don’t know where.	0	0	0	0	0	0	0	0	0	1
My friend died earlier 2011 of suicide; only a few months into the year as a matter of fact.This period after we stopped seeing one another at all is the Fall and Winter of 2010. I still tried to keep in touch via text, though today, I’m not sure whether those amounted too much more than “Can you hangout?” “Not this week, sorry.” “Ok.” which I’m frightened may be true, though part of me also wants to say that while some of the texts were like that, many many others were me striking up conversations and asking how her day or week was.	0	0	0	0	0	0	0	0	1	0
I can live happily but sometimes I just got this strong urge to kill someone. It feels like something is dragging me into a void and just takes control of me.   I am afraid of the reactions of my family since I pretended to be something Im not my whole life. I am also afraid to go see a Therapist, because they are professionals and Im not sure if I can keep the mask up or not.	0	0	0	0	1	1	0	0	0	0
Hello doctor — I hope I get an answer for my questions because I desperately need one the problem is not in me but my mother, two months ago mom called my dad and when the discussion was over she over heard him saying stuff to another woman, and since then she was shocked and my dad completely denies it but she won’t believe it the problem is she became like a different person, she stalks every move he does she took away his phone she’s suspicious about every little thing he does, no matter how he treats her she keeps giving him a hard time and never satisfied, she began talking to herself, she faints and starts screaming like a maniac, when she sleeps she wakes up in the middle of the night screaming and cursing dad, when I talk with her she never listens she keeps repeating the same thing saying she keeps replaying the words he said to that woman and its killing her and that she still can’t believe it and hopes that it’s just a nightmare she’ll wake up from and she starts questioning everything that has happened before, in short the home is a wreck dad is sick of everything, my little sisters are confused and I’m really worried about them, and mostly mom’s mental health I feel like she’s going crazy soon and its killing me no matter what we say to her she won’t listen she treats all of us badly, I just don’t know what to do I’m really worried and living a nightmare I hope I get some advice.	0	0	0	0	1	0	0	0	0	1
My father is a narcissistic, closed minded, very angry and play the victim role.  My mom is playing the victim role too and she’s too sensitive,pessimistic and lonely.	0	0	1	0	0	0	0	0	0	0
I worry about every little thing and i feel so depressed because of things that haven’t even happened.	0	0	0	0	0	0	0	0	0	1
You feel strange and different from everybody else (because you ‘are’ different).	0	0	1	0	0	0	0	0	0	0
I’m not trying to be offensive, stupid, ignorant, and I’m not self-diagnosing myself, either.  I feel like this obsession has lasted alot longer than my other recent obsessions, which usually last only a couple days or months.	0	0	1	0	0	0	0	0	0	1
Every time my boyfriend and I talk his son will interrupt the conversation with ANYHING rediculous, with any random question, saying its important. He needs it answered now! or will do anything to interrupt!	0	1	0	1	0	0	0	0	0	0
I’m 16 and I am going through extreme guilt and regret over 3 incidents.   I worry if she would tell her mom and put entire blame on me(as I was the older one) and then they would call the police and I would be called an abuser.	0	0	0	0	1	0	0	0	1	0
I am struggling at the moment and yet I am aware that I should be feeling good.	0	0	0	0	0	0	1	0	0	0
I have a lot of the symptoms, if not all of them.	0	1	0	0	0	0	0	0	0	0
I believe that I’ve got a mental illness, and that’s pretty obvious to me. The thing is that i also believe that i want to have one.	1	0	0	0	0	0	0	0	0	0
I had never seen a male therapist before but I didn’t mind, because I get along better with men anyway – and I also thought that I would benefit more from it, seeing that the reason I was there in the first place had to do with a man.	0	1	0	0	0	0	0	0	0	0
My relationship has always been in trouble because of my wife’s suspicious nature. She never trusts me on any thing and The problem is of so high magnitude that I am suffocated and very much frustrated all the time.	0	1	0	0	0	0	0	1	0	0
I’m aware that I’m a very shy person, and should work on my confident issues.  I’m scared to talk to my mom about it because I don’t want her to think that I’m being dramatic.	0	0	0	1	0	0	1	0	0	0
sometimes i feel like everyone thinks i’m ugly and dumb and other things, and other times i feel like i’m totally awesome.	0	0	0	1	0	0	0	0	0	0
But This happens too much and my son should not be treated this way.	0	0	0	0	0	0	1	0	0	0
I do like her and want to be with her because seems like it’s only natural that I would develop feelings for her, right? But even though she may not view me in that manner, isn’t it normal for friends to at least hug?	0	0	0	0	0	0	1	0	0	0
He told me as an older sister I should safe him from disasters with girls by letting him touch and kiss me so he wouldn’t look like a fool when he tried it.	0	0	0	0	0	0	1	0	0	0
I don’t know what it is, but I am certain that I need help: I really don’t know how to begin this or to just tell it all, so please bear with me.	0	1	0	0	0	0	0	0	0	0
If I tell him to stop talking to them, he’ll hate me.	0	0	0	1	1	0	0	0	0	0
He has terrible temper issues, any simple thing which is not as per his expectation causes him to get seriously mad and as per him he says that he turns into a totally different person, he says things that he doesn’t mean which kind of an emotional abuse to the other person, he does his best to hurt the person in front of him emotionally, and sometimes he hits anything in front of him -not people but things- he even hit his hand in the wall many times.	0	0	0	1	0	0	0	0	0	0
I feel as if the more I express myself, the more frightened I am to express myself, and I think it’s all because of what I did when I was in middle school.	1	0	0	0	0	0	0	0	0	0
When I was about 4-5 yrs old, a boy about 7 would take me into the closet and under the bed and take my pants down and touch me and put objects in my undies and say I had to leave it there for awhile. My memory of the rest is pretty hazy. But we were both just kids so it must be my fault just as much as his?	0	0	0	0	0	0	0	0	1	0
I broke up with my boyfriend about 3 months ago (about a month after school started), and ever since then, I feel very awkward when talking to anyone besides the people I have known for two years.  I am theorizing that breaking up with him has done something to my conscience, but I’m not entirely sure why.	0	0	0	0	0	0	0	0	1	0
I feel so lost and incapable of doing anything at all.	0	1	0	0	0	0	0	0	0	0
And im afraid because i know how bad i feel, and i dont want to be locked away forever.	0	0	0	0	0	0	0	1	0	0
Our relationship has never been the best, and as I grew older it only worsened, to the point I’m questioning whether they are abusive or I’m overreacting.	0	0	0	0	0	0	0	0	1	0
We used to be really good friends, but even then, I was constantly left out since two of them were best friends, the other two were best friends, and I was the extra. Lately, they’ve been starting to think I’m annoying.	0	0	0	1	0	0	0	0	0	0
I’ve Always been the kid that thinks there listening but is tapping there pencil staring out the window or moving my feet around which makes people around you mad. It takes me forever to read something i even have to read the questions close before i tAke it in.Im a good reader it’s just like my mind doesn’t know what it just read.	0	0	0	0	0	0	0	1	0	0
I don’t think this will ever stop.  I deeply regret it but I don’t want anyone to think that they could get away with tormenting me. 	0	0	0	0	1	0	0	0	0	0
I have been diagnosed with depression and have been taking anti-depressants for years but this has always remained with me for as long as I can remember.	0	0	0	0	0	0	0	0	0	1
I feel like I’m out of options and I’m worried about my younger sister of what she’ll think of the situation in the future.  I don’t know why I committed those actions of mine, but I believe bullying and watching inappropriate videos played a role. I recall being constantly bullied at school and tried to fit in the crowd. I don’t want to blame on anyone or my surroundings for the incident.	0	0	0	1	0	0	0	0	1	0
This year i’m not takking any anti-depressants because they never really helped. I have only a few exams left and then my master’s thesis, but i can’t do anything. i escape into fantasy and SF films and novels- the only thing that shuts me and the world out for some time.	0	1	0	0	0	0	0	0	0	1
i dont enjoy my life–i have more doctors than friends, my family is disgusted with how antisocial and isolated ive become. the only people i talk to are those i see online playing video games, my friends all go to school hours (if not states) away.	0	0	0	0	0	1	0	0	0	1
My emotions tend to cycle in order from being generaly content, to a lethargic, unmotivated, depressive “my future is hopeless no matter how hard a try” way of thinking.  It’s very stressful for my boyfriend, and it’s upsetting for me as well because he really shouldn’t have to deal with this kind of stress, and I feel my random crying and melancholy emotions are really unnecessary.	0	0	0	0	0	1	1	0	0	0
i feel like i cant go on much longer and i have no way of finding out if i need medical attention let alone getting any.	0	0	0	0	1	0	0	0	0	1
i had anxiety and fears of getting schizophrenia the whole time for 12 hours. this happened about 7 months ago. ever since then iv had to quit weed because it gave me panic attacks.	0	1	0	0	0	0	0	0	0	0
I feel like those things are getting worse fast.It feels like there are two “ME”s : one kind person and one mean, angry version of myself (I “bathe” in this anger and let it overwhelm me, it makes me feel powerful).	0	0	0	0	0	0	0	0	0	1
I don’t know why he is so put off by sex and my female parts. I know it’s not me. I know that I am fun, kinky, clean and full of passion. There has got to be something that is making him like this, either from a genetic reason or an experience in his life, or both.	0	0	1	0	0	0	0	0	1	0
Growing up my sister has always resented me, she’s bullied me throughout my life, even publicly shaming me on Facebook and Twitter regularly. She talks down to me in every conversation and makes nasty digs any chance she gets and doesn’t hold back in front of my parents.	0	1	0	0	0	0	0	0	0	0
It seems to have come to pass that I have lost all ability to feel emotions, other than a certain amount of anxiety and self loathing.	0	1	0	0	0	0	0	0	0	0
i am either always depressed, irritable or completely “done” with the world and feel as if no one could do anything to change my view or the world itself.	0	0	0	0	1	0	0	0	0	1
I’m dealing with life issues (largely, career), as people do, and the response I get from my parents is (what I consider) unsupportive, negligent and wholly unresponsive.	0	1	0	0	0	0	0	0	0	0
I was so disapointed on this celebrity childhood idol of mine for changing her image.	0	0	0	0	0	0	0	1	0	0
These seizures have ONLY occurred when extended family were present and she appeared to be ‘pouting’ for lack of perceived attention.	0	0	0	1	0	0	0	0	0	0
My research caused me to develop an anxiety about life and death. I feared that there’s nothing after this life.	0	0	0	0	0	0	0	1	0	0
I have always viewed sex as being a shameful act and the thought of talking to him has caused me such embarrassment that I’ve spent whole sessions with him without talking at all.	0	0	0	0	0	0	0	1	0	0
Also, I often find myself faced with a deep and powerful hatred toward myself and my mind is often consumed with the notion that I deserve to die. 	0	0	0	0	0	0	0	0	0	1
My entire way of thinking has changed.   I think my head will explode like a bomb.	0	1	0	0	0	0	0	0	0	0
The voice are always fimilar (someone she knows) Im very concerned about this and hope it has nothing to do with my pregnancy while on active duty.	0	0	0	0	0	0	0	0	1	0
So things seem to be looking up in his life, yet his mental state gets worse and worse. I told him that maybe they were misdiagnosed, and that seemed to ease his mind a bit.	0	0	0	1	0	0	0	0	0	0
I also have substance abuse problems, Im irrational and impulsive, and making common decisions is difficult.  The thought of seeking actual help, I know what I feel isn’t normal, but I fear what will become of me or my family if I go and completely honest.	0	0	1	0	0	0	1	0	0	0
I’m so devastated how could I be so stupid for over two years?	0	0	0	0	0	0	0	0	1	0
I think they’re lying, but have no idea why.	0	0	0	1	0	0	0	0	0	0
I get mad over every little thing he does like coming home late from work or when he says things that i shouldn’t be getting mad over.  I want to change and let all of the anger go, I know it’s not healthy which is why I want to change, I just don’t know how to…	0	0	0	0	0	0	1	0	0	1
Other things to note that might help with a diagnosis is that I have a tendency to catastrophize. For example, I feel like my husband’s family does not like me. I will stew about it until I become worried that they are going to kill me and leave my body somewhere.	0	0	0	0	1	0	0	1	0	0
 I have contemplated suicide, but not because I was depressed but because my life is routine and routine is boring and being bored is probably one of the worst feelings. 	0	0	0	0	0	0	0	0	0	1
is the his way of controlling me or hurting me ? Does he want her more?	0	1	0	0	0	0	0	0	0	0
I hate being considered a potential leader due to my traits. I hate them with a burning passion.	1	0	1	0	0	0	0	0	0	0
I’ve never asked or had the courage to seek for help before, mainly because I don’t want to be a burden to people and feel my ‘problem’ (if I have one) isn’t important.	0	0	0	0	0	0	0	1	0	0
 feel like I’m a waste of life and that I should just leave so I’d be out of their way. I bet nobody would miss me either. 	0	0	0	1	0	0	0	0	0	0
During the years, it became more and more obvious that I’m underweight.	0	0	1	0	0	0	0	0	0	0
I believe I’m a disappointment for these interests.	0	0	1	1	0	0	0	0	0	0
He doesn’t listen to anybody. If anyone tries to advice or criticize him, he stops having contact with that person like forever.	0	1	0	0	0	0	0	0	0	0
But she was very manipulative, controlling, and cruel.	0	0	1	0	0	0	0	0	0	0
I also noticed a change in my thinking patterns as my brain is never calm, I’m always imagining conversations with friends and family in my head or singing a song and obsessing over schizophrenia to the point I was making myself have paranoid schizophrenic thoughts, which could have possibly been my real thoughts.	0	1	0	0	0	0	0	0	0	0
But as soon as i step out of my house it feels as if im being watched by all these people around me.. they think im wrong.. im not a nice person.. It sort of haunts mei feel very scared of being misjudged.. And that’s what happens sometimes.. or may be all the time.. I don’t know how to stop worrying and get back my confidence..	0	0	0	1	1	0	0	0	0	0
I attributed his behavior to stress – he owned a business that has since failed	0	0	0	1	0	0	0	0	0	0
I had to call off work Friday because I can’t leave him alone at my apartment in fear he will do something and get me evicted, or worse. I’m at the end of my ropes and don’t know what to do.	0	0	0	0	1	0	0	0	0	0
I can’t stop imagining the life I don’t have.	0	1	0	0	0	0	0	0	0	0
For the next few days, everything would remind me of violence and horror images.  Even before that, I was afraid of reverting back to a child-like state, becoming a failure, etc.	0	0	0	0	1	0	0	0	0	1
I feel as if I have been becoming more and more dissociated. It’s very hard to explain. My brain feels foggy, fuzzy, and sometimes absent. My frontal lobe, to be exact, feels disconnected to the rest of my brain/fuzzy/hazy/heavy.	1	0	0	0	0	0	0	0	0	0
I also suffer from anxiety and in the last year and 2 years ago I’ve became really paranoid, about being pregnant without penetration, about my boyfriend cheating and about my mom cheating, and all were false.	0	0	0	0	0	0	0	0	0	1
She can’t understand why I’m mad at that and says I’m unforgiving.	0	0	0	1	0	0	0	0	0	0
When I feel annoyed or frustrated, I know in my head that it’s wrong and I shouldn’t be rude or distant but my body won’t listen.	0	0	0	0	0	0	1	0	0	0
It’s been so scary to go to sleep at night, because I’ve been afraid of not waking up in the morning.   I’m afraid (not meaning to be graphic) but I’m afraid that I’m going to be possessed and hurt myself in my sleep.  I’m absolutely terrified, I’m afraid that I’m going to die or develop some kind of psychosis. 	1	0	0	0	0	0	0	1	0	0
He seems to do it to make the others seem bad, and himself, the best.	0	0	0	1	0	0	0	0	0	0
If this goes on it might be too late before I even realize it and I do not want this to happen.	0	0	0	0	1	0	0	0	0	0
I felt betrayed, lonely, boring and flat to him.   I questioned our relationship everyday and it gave me anxiety.	0	0	1	0	0	0	0	0	0	1
I then think everybody hates me.	0	0	0	1	0	0	0	0	0	0
Everything just seems to be slipping out of my grasp lately. It’s all my fault most likely all i do is constantly worry about everything.	0	1	0	0	0	0	0	0	1	0
But I believe she is using it to cover up herself because she so insecure about herself.	0	0	0	1	0	0	0	0	0	0
I don’t know why these thoughts come up and they bother me a lot. I’m very scared of someone not caring enough about me.	1	0	0	0	0	0	0	1	0	0
Literally the only thing I desperately need is a prescription. Mainly I just don’t want to go through the horrific withdrawal effects. 	0	0	0	0	0	0	0	1	0	0
I have serious delusions, like every minute of every day I’m convinced I have a life threatening illness (STD’s even though I’ve never been sexually active, heart problems even though i’ve had a heart appointment and given the all clear and cancer because i’m paranoid) I HAVE HAD SERIOUS HALLUCINATIONS FOR THE PAST 4-5 YEARS THAT I AM CONVINCED ARE TRYING TO KILL ME.	0	1	0	0	0	0	0	0	0	0
If my parents knew how much I am struggling they will put me in Inpatient and that means no more college and I will lose my scholarship.	0	0	0	0	1	0	0	0	0	0
Sometimes i have weeks where i will cry everyday, become angry and sometimes to the extent of hurting myself. Then i’ll have days where i am happy and it seems like everything is fine. I am very sensitive to critism, and even the smallest of things can upset me. I am a very shy person because i get very anxious, nervous and my heart will start beating really fast when talking to people i hardly know or dont know at all, which has recently become a problem and has affected school assignments where we have to do oral presentations. I have trouble staying focused sometimes.	0	0	1	0	0	0	0	0	0	0
For most of my life, but recently in the past 8 years I’ve noticed I can’t handle stress as well as my peers. I crack easily under pressure when I’m presented with a very difficult academic task.I worry that I will fail a class or if I don’t finish my homework I will get penalized. I also constantly worry about due dates of assignments and I find it difficult to stop worrying about it.	0	0	0	0	1	0	1	0	0	0
They didn’t want me to tell him because they thought he would think that was weird, but I had to because I knew it would get in the way of us trying anal sex which I had told him I would like to try with him.	0	0	0	0	1	0	0	0	0	0
I feel like I’ve lost all my direction and drive and my hopes for my future are once again slim.	0	0	0	0	1	0	0	1	0	0
I live with the new one but I am dying inside being away from the first.	0	0	0	0	0	0	0	1	0	0
But in that country, I could go outside and easily find my “type” of girl I’m attracted to.	1	0	0	0	0	0	0	0	0	0
i have problem with my temper and i grew up with a bad tempered father, i easily snapped when something really irritated me 	0	0	0	0	0	0	1	0	0	0
For example, I picked up what I thought was a seed off the floor and it was a bug. I jumped and it fell down the drain. I started obsessing with thoughts like “you know you’re a horrible person” and “if you can’t save a bug how can you expect to be seen as kind”.	0	0	0	0	0	0	0	1	1	0
So strange.	0	0	1	0	0	0	0	0	0	0
I just want my number one person to understand that family shouldn’t be this involved in your friend group etc	0	0	0	0	0	0	1	0	0	0
There is a blur in my life that I absolutely cannot remember. I can remember right before I started school, when I was 4 or 5. Then there is about 2 or 3 years that is completely lost. I have never though much about until here of late. It all centers around a place that me and my family stayed.I am just wondering if maybe my mind has blocked out the span of those years for a reason.	0	0	0	0	0	0	0	1	0	0
I would always cry and feel worthless because I always felt left out and thought they were getting closer to each other and they were going to leave me behind.	0	0	0	0	1	0	0	0	0	0
She’s trying to justify her lack of action with the potential effect that leaving his dad may have on him.	0	0	0	1	0	0	0	0	0	0
I know according to society and psychology that should bother me, but it doesn’t.	0	0	0	0	0	0	1	0	0	0
I really hate gaining weight and I’m can’t stop thinking about it. The thing is that every time I start fasting I can’t complete the goal that I set and it makes me hate myself even more.   I’m very sensitive to failing at things due to school and I feel like a disappointment to my family especially my mom.	0	0	0	0	0	0	0	1	0	1
I’m only 13, and when I think about the stuff I’m about to write, I feel like I’m just like all the other kids who want attention so they exaggerate their problems.	1	0	0	0	0	0	0	0	0	0
My girlfriend is undiagnosed. However, displays every symptom of the paranoid personality disorder.	0	1	0	0	0	0	0	0	0	0
I always worry about my relationships with my friends and other people and always conclude things about other people’s actions or thoughts causing me to act upon somethings or situation then regretting acting that way afterwards or act in the wrong way.	0	0	0	1	0	0	0	0	0	0
I’m good at hiding as everyone perceives me to be a charming, responsible and normal guy. 	0	0	0	1	0	0	0	0	0	0
It feels like the earth is moving, I tend to twitch my body parts (etc: head,palms) and have an extreme anger for no reason at all.	1	0	0	0	0	0	0	0	0	0
We have been estranged for years and now he wants to make me feel like I am a bad sibling and it is my duty to take care of him.  I feel like everyone is taking advantage of me because sometimes I forget things. 	0	0	0	1	0	0	0	0	0	0
I dont know how to tell my parents that its serious.	0	0	0	0	1	0	0	0	0	0
But now that I’ve ruined another relationship recently, I decided I should seek help. As a young child, I was always put down by my brother and felt I was never good enough because my dad would never congratulate me on anything, just that I can do better. Now that I’ve been trying to have a relationship with girls, I always make them hate me by putting myself down. Everything I do just makes me feel worse about myself, and I need help with my confidence before I end up hurting myself.	0	0	0	0	0	0	0	0	1	0
He’s a danger to us and a terrible father.	0	0	1	0	0	0	0	0	0	0
I feel so alone and I’ve not been able to wrangle it no matter how bad it is. I feel very alone I reach out to people but they don’t seem to realize that support is one of the main cornerstones in life.	0	0	0	1	0	0	0	0	1	0
anyways i cant get over it and its making a huge deal and its been 2years like that and i dont know what to do so please help me	0	0	0	0	1	0	0	0	0	0
It really felt as if an animal had surfaced within me.	1	0	0	0	0	0	0	0	0	0
They will do the thing I wish for them to do the most for me Sex, favors, or carving my name into their body etc., Things that make them prove their love for me, I lose all interest in them directly after they do these things, most of the time I will develop strong feelings of disgust, boredom, or contempt towards them despite the partner doing nothing wrong or that I dislike but the opposite.	0	0	0	0	0	1	0	0	0	0
My parents refuse too believe anything is wrong with me and every day scream at me and break things as well as insult me about how useless I am and how I am always ruining their lives! My friends all say that I’m amazing and such a good friend but I have a hard time believing them when my OWN parents seem to hate me	0	0	0	0	0	0	0	0	0	1
I always considered this normal and human, especially for someone my age, but it’s gotten to the point where I honestly can’t tell the difference between what I really believe in and what I think I do.	0	0	0	0	0	0	1	0	0	0
